domain,post_url,post_date
leedsmet.ac.uk,https://plaintextoffenders.com/post/52217217477/leedsmetacuk-university-their-online,2013-06-05T13:00:53Z
cpanel.net,https://plaintextoffenders.com/post/52280381627/cpanelnet-hosting-control-panel-software,2013-06-06T05:00:26Z
xap.com,https://plaintextoffenders.com/post/52297507309/calbarcagov-xapcom-california-state-bar-its,2013-06-06T13:00:43Z
calbar.ca.gov,https://plaintextoffenders.com/post/52297507309/calbarcagov-xapcom-california-state-bar-its,2013-06-06T13:00:43Z
ascap.com,https://plaintextoffenders.com/post/52359204280/ascapcom-licensing-body-nice-to-know-these,2013-06-07T05:00:19Z
cwjobs.co.uk,https://plaintextoffenders.com/post/52376432561/cwjobscouk-it-job-board-resetting-my-account,2013-06-07T13:00:33Z
tojeono.cz,https://plaintextoffenders.com/post/52438306552/tojeonocz-web-hosting-provider-and-domain,2013-06-08T05:00:21Z
maimai-net.com,https://plaintextoffenders.com/post/52457107040/maimai-netcom-arcade-game-companion-site-when,2013-06-08T13:00:43Z
stofa.dk,https://plaintextoffenders.com/post/52519668201/stofadk-isp-i-forgot-my-password-to-my-isp-so,2013-06-09T05:00:27Z
adhitz.com,https://plaintextoffenders.com/post/52541218592/adhitzcom-advertising-network-they-store-your,2013-06-09T13:00:43Z
zoohit.cz,https://plaintextoffenders.com/post/52606120721/zoohitcz-pet-supplies-link-to-remind-password,2013-06-10T05:00:18Z
coderedweb.com,https://plaintextoffenders.com/post/52623780424/coderedwebcom-communication-network-aside-from,2013-06-10T13:00:32Z
thestand.co.uk,https://plaintextoffenders.com/post/52687348896/thestandcouk-comedy-club-i-wrote-to-them-to,2013-06-11T05:00:22Z
asanet.org,https://plaintextoffenders.com/post/52704863091/asanetorg-sociology-association,2013-06-11T13:00:36Z
instantpresenter.com,https://plaintextoffenders.com/post/52769054496/instantpresentercom-web-seminars-and-conferences,2013-06-12T05:00:34Z
learnable.com,https://plaintextoffenders.com/post/52786499941/learnablecom-web-design-and-development,2013-06-12T13:00:57Z
jbhifionline.com.au,https://plaintextoffenders.com/post/52847463204/jbhifionlinecomau-entertainment-shop-love,2013-06-13T05:00:21Z
theweatherspace.com,https://plaintextoffenders.com/post/52864881745/theweatherspacecom-weather-forecast-apparently,2013-06-13T13:00:57Z
callwithus.com,https://plaintextoffenders.com/post/52926261347/callwithuscom-voip-service-their-plaintext,2013-06-14T05:00:19Z
kublacon.com,https://plaintextoffenders.com/post/52943724314/kublaconcom-convention-email-from-password,2013-06-14T13:00:46Z
uer.ca,https://plaintextoffenders.com/post/53002581000/uerca-urban-exploration-community,2013-06-15T05:00:22Z
vindale.com,https://plaintextoffenders.com/post/53020967613/vindalecom-online-surveys-and-product-marketing,2013-06-15T13:00:47Z
organickidz.ca,https://plaintextoffenders.com/post/53080091559/organickidzca-baby-bottles-good-for-your,2013-06-16T05:00:44Z
hulkfile.eu,https://plaintextoffenders.com/post/53108990972/hulkfileeu-cloud-storage-and-file-hosting-they,2013-06-16T13:00:41Z
joined.com,https://plaintextoffenders.com/post/53173579639/joinedcom-professional-profiles-welcome-email,2013-06-17T05:00:25Z
fresno.gov,https://plaintextoffenders.com/post/53192240348/fresnogov-city-of-fresno-california-sends-an,2013-06-17T13:00:37Z
gtisolutions.co.uk,https://plaintextoffenders.com/post/53255758517/gtioscom-gtisolutionscouk-recruiting,2013-06-18T05:00:21Z
gtios.com,https://plaintextoffenders.com/post/53255758517/gtioscom-gtisolutionscouk-recruiting,2013-06-18T05:00:21Z
amigoenergy.com,https://plaintextoffenders.com/post/53274151557/amigoenergycom-electric-company-getting-off-to,2013-06-18T13:00:43Z
talmerbank.com,https://plaintextoffenders.com/post/53337245732/talmerbankcom-bank-and-trust,2013-06-19T05:00:21Z
abceggs.com.cn,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
abceggs.in.th,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
abceggs.co.kr,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
readingeggs.com.au,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
readingeggs.co.uk,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
readingeggs.co.nz,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
readingeggs.com,https://plaintextoffenders.com/post/53355622797/readingeggscom-readingeggsconz,2013-06-19T13:00:46Z
nytimes.com,https://plaintextoffenders.com/post/53417081420/nytimescom-newspaper-after-you-place-a-real,2013-06-20T05:00:22Z
wantedwallets.com,https://plaintextoffenders.com/post/53435651726/wantedwalletscom-premium-wallets-and-bags-shop,2013-06-20T13:00:47Z
ctcaviation.com,https://plaintextoffenders.com/post/53495543108/ctcaviationcom-aviation-training-center,2013-06-21T05:00:42Z
myktag.com,https://plaintextoffenders.com/post/53513605411/ksturnpikecom-myktagcom-public-road-this-is,2013-06-21T13:00:42Z
ksturnpike.com,https://plaintextoffenders.com/post/53513605411/ksturnpikecom-myktagcom-public-road-this-is,2013-06-21T13:00:42Z
arin.net,https://plaintextoffenders.com/post/53573265613/arinnet-internet-registry-they-send-monthly,2013-06-22T05:00:34Z
3suisses.fr,https://plaintextoffenders.com/post/53591869272/3suissesfr-e-retail-website-this-is-what-i,2013-06-22T13:00:51Z
babiesrus.com,https://plaintextoffenders.com/post/53651045258/babiesruscom-baby-registry-resource-and,2013-06-23T05:00:42Z
xtremeguard.com,https://plaintextoffenders.com/post/53671024183/xtremeguardcom-phone-screen-guards-and-cases-i,2013-06-23T13:00:31Z
atproperties.com,https://plaintextoffenders.com/post/53735129334/atpropertiescom-real-estate-broker-their,2013-06-24T05:00:24Z
nkk.no,https://plaintextoffenders.com/post/53754374157/nkkno-dog-owners-association-ive-tweeted-and,2013-06-24T13:00:46Z
nyrorganic.com,https://plaintextoffenders.com/post/53819755261/nyrorganiccom-organic-natural-health-and-beauty,2013-06-25T05:00:25Z
voipo.com,https://plaintextoffenders.com/post/53839130588/voipocom-voip-services-they-are-storing-user,2013-06-25T13:00:55Z
fox4paintball.com,https://plaintextoffenders.com/post/53904545910/fox4paintballcom-paintball-in-order-to-reserve,2013-06-26T05:00:39Z
jaeger.co.uk,https://plaintextoffenders.com/post/53926357067/jaegercouk-designer-fashion-shop,2013-06-26T13:00:50Z
accu.org,https://plaintextoffenders.com/post/53992133688/accuorg-programming-user-group-editors-note,2013-06-27T05:00:30Z
defence.gov.au,https://plaintextoffenders.com/post/54011592856/defencegovau-government-office-this-was-from,2013-06-27T13:00:54Z
cff.org,https://plaintextoffenders.com/post/54076592220/cfforg-charity-not-only-did-they-send-me-my,2013-06-28T05:00:19Z
cinedom.de,https://plaintextoffenders.com/post/54095932097/cinedomde-cinema-sending-cleartext-passes-for,2013-06-28T13:00:38Z
nyrr.org,https://plaintextoffenders.com/post/54158171006/nyrrorg-running-organization-apparently-they,2013-06-29T05:00:27Z
virginmedia.co.uk,https://plaintextoffenders.com/post/54177238762/virginmediacom-virginmediacouk-fixed-and,2013-06-29T13:00:44Z
virginmedia.com,https://plaintextoffenders.com/post/54177238762/virginmediacom-virginmediacouk-fixed-and,2013-06-29T13:00:44Z
ufc.tv,https://plaintextoffenders.com/post/54236116381/ufccom-ufctv-sports-league-it-seems-that-ufc,2013-06-30T05:00:43Z
ufc.com,https://plaintextoffenders.com/post/54236116381/ufccom-ufctv-sports-league-it-seems-that-ufc,2013-06-30T05:00:43Z
safenet-inc.com,https://plaintextoffenders.com/post/54255948190/safenet-inccom-information-security-received,2013-06-30T13:00:57Z
girlguiding.org.uk,https://plaintextoffenders.com/post/54320080639/girlguidingorguk-uk-youth-organization-yes,2013-07-01T05:00:27Z
inspiredlms.com,https://plaintextoffenders.com/post/54339779570/inspiredelearningcom-inspiredlmscom-e-learning,2013-07-01T13:00:42Z
inspiredelearning.com,https://plaintextoffenders.com/post/54339779570/inspiredelearningcom-inspiredlmscom-e-learning,2013-07-01T13:00:42Z
polyvinylrecords.com,https://plaintextoffenders.com/post/54405728979/polyvinylrecordscom-record-label-registration,2013-07-02T05:00:15Z
go.com,https://plaintextoffenders.com/post/54425290592/gocom-the-walt-disney-company,2013-07-02T13:00:40Z
volt.com,https://plaintextoffenders.com/post/54489863256/voltcom-it-head-hunters-can-you-believe-that,2013-07-03T05:00:36Z
brotherswithglass.com,https://plaintextoffenders.com/post/54509067728/brotherswithglasscom-smoking-accessories-i-sent,2013-07-03T13:00:48Z
aquabid.com,https://plaintextoffenders.com/post/54572608139/aquabidcom-fish-and-aquarium-equipment,2013-07-04T05:00:42Z
musicnotes.com,https://plaintextoffenders.com/post/54592874428/musicnotescom-sheet-music-shop,2013-07-04T13:00:59Z
dfo-mpo.gc.ca,https://plaintextoffenders.com/post/54651248082/dfo-mpogcca-government-agency-fisheries-and,2013-07-05T05:00:17Z
theiet.org,https://plaintextoffenders.com/post/54669466017/theietorg-professional-society-this-is-a-small,2013-07-05T13:00:53Z
thecus.com,https://plaintextoffenders.com/post/54730118255/thecus-eucom-thecuscom-computer-storage,2013-07-06T05:00:38Z
thecus-eu.com,https://plaintextoffenders.com/post/54730118255/thecus-eucom-thecuscom-computer-storage,2013-07-06T05:00:38Z
artmarket.com,https://plaintextoffenders.com/post/54749468811/artmarketcom-art-market-information-wait-my,2013-07-06T13:00:55Z
pokemon.jp,https://plaintextoffenders.com/post/54807542795/pokemonjp-video-game-companion-site-if-you,2013-07-07T05:00:17Z
tieto.com,https://plaintextoffenders.com/post/54827340154/tietocom-it-product-development-and,2013-07-07T13:00:35Z
rsc.org.uk,https://plaintextoffenders.com/post/54891202875/rscorguk-theatre-company,2013-07-08T05:00:37Z
bikebandit.com,https://plaintextoffenders.com/post/54911434050/bikebanditcom-motorcycle-parts-and-accessories,2013-07-08T13:00:58Z
tochi.acm.org,https://plaintextoffenders.com/post/54977120856/tochiacmorg-journal,2013-07-09T05:00:29Z
belgium.be,https://plaintextoffenders.com/post/54997057446/belgiumbe-government-when-registering-on-the,2013-07-09T13:00:38Z
etoro.com,https://plaintextoffenders.com/post/55062775964/etorocom-social-investment-network-this-site,2013-07-10T05:00:21Z
discount-supplements.co.uk,https://plaintextoffenders.com/post/55082951256/discount-supplementscouk-sports-supplements,2013-07-10T13:00:38Z
homejoy.com,https://plaintextoffenders.com/post/55149124991/homejoycom-home-cleaning-service,2013-07-11T05:00:42Z
kidsbowlfree.com,https://plaintextoffenders.com/post/55169692193/kidsbowlfreecom-bowling-coupons-for-children,2013-07-11T13:00:54Z
freesfx.co.uk,https://plaintextoffenders.com/post/55235341420/freesfxcouk-sound-effects-and-music-catalog,2013-07-12T05:00:22Z
acatoday.org,https://plaintextoffenders.com/post/55255711783/acatodayorg-professional-association,2013-07-12T13:00:33Z
thedailybeast.com,https://plaintextoffenders.com/post/55318281926/thedailybeastcom-news-oh-old-media-so-paranoid,2013-07-13T05:00:22Z
enstarnaturalgas.com,https://plaintextoffenders.com/post/55338319452/enstarnaturalgascom-gas-company-received-when,2013-07-13T13:00:38Z
webafrica.co.za,https://plaintextoffenders.com/post/55398559537/webafricacoza-hosting-and-isp-opened-an,2013-07-14T05:00:29Z
canadiancomedy.ca,https://plaintextoffenders.com/post/55420317561/canadiancomedyca-awards-ceremony-not-only-do,2013-07-14T13:00:51Z
plus.net,https://plaintextoffenders.com/post/55487339919/plusnet-isp-storing-your-broadband-password-in,2013-07-15T05:00:20Z
microstrategy.com,https://plaintextoffenders.com/post/55508934747/microstrategycom-business-intelligence-products,2013-07-15T13:00:36Z
checkpoint.com,https://plaintextoffenders.com/post/55577712154/checkpointcom-network-security-products,2013-07-16T05:00:18Z
shutterstock.com,https://plaintextoffenders.com/post/55599114583/shutterstockcom-stock-photo,2013-07-16T13:00:26Z
appleone.com,https://plaintextoffenders.com/post/55667058414/appleonecom-employment-agency,2013-07-17T05:00:33Z
erecruit.who.int,https://plaintextoffenders.com/post/55688297499/whoint-erecruitwhoint-united-nations-health,2013-07-17T13:00:54Z
who.int,https://plaintextoffenders.com/post/55688297499/whoint-erecruitwhoint-united-nations-health,2013-07-17T13:00:54Z
oup.com,https://plaintextoffenders.com/post/55777094825/oupcom-university-publication-youd-think-they,2013-07-18T13:00:33Z
getmein.com,https://plaintextoffenders.com/post/55845933169/getmeincom-tickets-marketplace-i-was-surprised,2013-07-19T05:00:40Z
wtcr.ca,https://plaintextoffenders.com/post/55867965410/wtcrca-computer-shop-they-allow-persons-to-buy,2013-07-19T13:00:59Z
findmyorder.com,https://plaintextoffenders.com/post/55935402106/findmyordercom-order-tracking-system-used-by,2013-07-20T05:00:26Z
doublefine.net,https://plaintextoffenders.com/post/55956858742/doublefinecom-doublefinenet-game-studio-i,2013-07-20T13:00:36Z
doublefine.com,https://plaintextoffenders.com/post/55956858742/doublefinecom-doublefinenet-game-studio-i,2013-07-20T13:00:36Z
facturagorila.com,https://plaintextoffenders.com/post/56021632716/facturagorilacom-invoice-service,2013-07-21T05:00:28Z
stubbornrecords.com,https://plaintextoffenders.com/post/56050953124/stubbornrecordscom-record-labelmail-order,2013-07-21T13:00:52Z
rochester.edu,https://plaintextoffenders.com/post/56119364937/rochesteredu-university-they-sent-me-back-my,2013-07-22T05:00:21Z
cascadeclimbers.com,https://plaintextoffenders.com/post/56141819214/cascadeclimberscom-mountaineering-forums-shame,2013-07-22T13:00:50Z
nbastore.eu,https://plaintextoffenders.com/post/56214322612/nbastoreeu-sports-goods-besides-being,2013-07-23T05:00:17Z
ggc-stream.com,https://plaintextoffenders.com/post/56236624807/ggc-streamcom-anti-cheating-website-they-should,2013-07-23T13:00:34Z
profotshop.de,https://plaintextoffenders.com/post/56307522889/profotshopde-photography-products,2013-07-24T05:00:39Z
arcade-history.net,https://plaintextoffenders.com/post/56329800771/arcade-historynet-database-of-historical,2013-07-24T13:00:56Z
nstar.com,https://plaintextoffenders.com/post/56399868507/nstarcom-gas-and-electric-company,2013-07-25T05:00:24Z
truefire.com,https://plaintextoffenders.com/post/56422116155/truefirecom-online-guitar-lessons-i-thought-it,2013-07-25T13:00:41Z
arbetsformedlingen.se,https://plaintextoffenders.com/post/56491800520/arbetsformedlingense-government-agency,2013-07-26T05:00:00Z
editorialmanager.com,https://plaintextoffenders.com/post/56513890649/poneedmgrcom-edmgrcom-editorialmanagercom,2013-07-26T13:00:39Z
edmgr.com,https://plaintextoffenders.com/post/56513890649/poneedmgrcom-edmgrcom-editorialmanagercom,2013-07-26T13:00:39Z
pone.edmgr.com,https://plaintextoffenders.com/post/56513890649/poneedmgrcom-edmgrcom-editorialmanagercom,2013-07-26T13:00:39Z
cesweb.org,https://plaintextoffenders.com/post/56580641910/cesweborg-trade-show,2013-07-27T05:00:31Z
lifepics.com,https://plaintextoffenders.com/post/56601736536/lifepicscom-photo-printing-services,2013-07-27T13:00:40Z
knoxvilletickets.com,https://plaintextoffenders.com/post/56665735048/knoxvilleticketscom-the-login-and-forgot,2013-07-28T05:00:37Z
gosarpinos.com,https://plaintextoffenders.com/post/56687476004/gosarpinoscom-pizza-restaurant,2013-07-28T13:00:43Z
peugeotcentral.co.uk,https://plaintextoffenders.com/post/56757140983/peugeotcentralcouk-car-enthusiast-forums,2013-07-29T05:00:45Z
luckyvitamin.com,https://plaintextoffenders.com/post/56779555890/luckyvitamincom-merchant-of-vitamins-and,2013-07-29T13:01:02Z
swansonvitamins.com,https://plaintextoffenders.com/post/56851197626/swansonvitaminscom-merchant-of-vitamins,2013-07-30T05:00:47Z
dxmaps.com,https://plaintextoffenders.com/post/56873475385/dxmapscom-mapping-communications-for-amateur,2013-07-30T13:00:58Z
airvoicewireless.com,https://plaintextoffenders.com/post/56944904322/airvoicewirelesscom-discount-phone-service,2013-07-31T05:00:40Z
clickdesk.com,https://plaintextoffenders.com/post/56967682734/clickdeskcom-helpdesk-and-support-software-when,2013-07-31T13:01:00Z
architecture.org,https://plaintextoffenders.com/post/57038701064/architectureorg-foundation,2013-08-01T05:00:49Z
icetv.com.au,https://plaintextoffenders.com/post/57061076192/icetvcomau-television-guide-this-website-send,2013-08-01T13:00:45Z
gbia.com,https://plaintextoffenders.com/post/57131155345/gbiacom-nationaltrustorguk-wi-fi-service,2013-08-02T05:00:00Z
hallensteins.com,https://plaintextoffenders.com/post/57153503387/hallensteinscom-mens-clothing-store,2013-08-02T13:01:06Z
alumniresearch.com,https://plaintextoffenders.com/post/57221458899/alumniresearchcom-alumni-lists-for-various,2013-08-03T05:00:34Z
geradovana.lt,https://plaintextoffenders.com/post/57242820570/geradovanalt-entertainment-products-e-shop,2013-08-03T13:00:52Z
parcelmonkey.co.uk,https://plaintextoffenders.com/post/57307940146/parcelmonkeycouk-package-delivery-service-i,2013-08-04T05:00:42Z
naturalbalancefoods.co.uk,https://plaintextoffenders.com/post/57329786476/naturalbalancefoodscouk-natural-food-bars,2013-08-04T13:00:59Z
ods.od.nih.gov,https://plaintextoffenders.com/post/57400900827/odsodnihgov-government-agency-government,2013-08-05T05:00:25Z
pof-usa.com,https://plaintextoffenders.com/post/57423361455/pof-usacom-guns-gear-and-clothing-shop-they,2013-08-05T13:01:02Z
web123.com.au,https://plaintextoffenders.com/post/57494303019/web123comau-web-design-save-this-email,2013-08-06T05:00:26Z
impark.myparkingworld.com,https://plaintextoffenders.com/post/57516408380/imparkmyparkingworldcom-parking-if-you-park,2013-08-06T13:00:43Z
aaawa.com,https://plaintextoffenders.com/post/57586760119/aaacom-aaawincom-aaawacom-automobile,2013-08-07T05:00:00Z
aaawin.com,https://plaintextoffenders.com/post/57586760119/aaacom-aaawincom-aaawacom-automobile,2013-08-07T05:00:00Z
aaa.com,https://plaintextoffenders.com/post/57586760119/aaacom-aaawincom-aaawacom-automobile,2013-08-07T05:00:00Z
telfort.nl,https://plaintextoffenders.com/post/57608746193/telfortnl-mobile-telecom-provider-they-ends-me,2013-08-07T13:01:01Z
workingadvantage.com,https://plaintextoffenders.com/post/57678205376/workingadvantagecom-employee-discount-benefit,2013-08-08T05:00:26Z
bam.org,https://plaintextoffenders.com/post/57699649996/bamorg-performing-arts-venue,2013-08-08T13:00:56Z
mastersofhardcore.com,https://plaintextoffenders.com/post/57768154631/mastersofhardcorecom-record-label-festival,2013-08-09T05:00:42Z
mysms.com,https://plaintextoffenders.com/post/57789406113/mysmscom-messaging-app-after-installing-it-on-a,2013-08-09T13:00:54Z
duwo.nl,https://plaintextoffenders.com/post/57856321112/vasketiddk-kesolutionsdk-duwonl-dutch,2013-08-10T05:00:48Z
kesolutions.dk,https://plaintextoffenders.com/post/57856321112/vasketiddk-kesolutionsdk-duwonl-dutch,2013-08-10T05:00:48Z
vasketid.dk,https://plaintextoffenders.com/post/57856321112/vasketiddk-kesolutionsdk-duwonl-dutch,2013-08-10T05:00:48Z
itickets.com,https://plaintextoffenders.com/post/57877271199/iticketscom-event-tickets-and-they-limit,2013-08-10T13:00:54Z
waterloocyclingclub.ca,https://plaintextoffenders.com/post/57941223295/waterloocyclingclubca-cycling-club,2013-08-11T05:00:44Z
thepremiergroup.com,https://plaintextoffenders.com/post/57962964612/thepremiergroupcom-job-site-this-is-after,2013-08-11T13:00:46Z
flightmemory.com,https://plaintextoffenders.com/post/58033011651/flugstatistikde-flightmemorycom-personal,2013-08-12T05:00:26Z
flugstatistik.de,https://plaintextoffenders.com/post/58033011651/flugstatistikde-flightmemorycom-personal,2013-08-12T05:00:26Z
dacast.com,https://plaintextoffenders.com/post/58055348379/dacastcom-video-streaming-and-hosting-they-have,2013-08-12T13:01:17Z
php.brickhost.com,https://plaintextoffenders.com/post/58125458582/phpscheduleitorg-phpbrickhostcom-scheduling,2013-08-13T05:00:37Z
phpscheduleit.org,https://plaintextoffenders.com/post/58125458582/phpscheduleitorg-phpbrickhostcom-scheduling,2013-08-13T05:00:37Z
app47.com,https://plaintextoffenders.com/post/58147128508/app47com-enterprise-app-platform-here-is-your,2013-08-13T13:00:37Z
elementalled.com,https://plaintextoffenders.com/post/58217228282/elementalledcom-led-lighting-not-only-do-they,2013-08-14T05:00:25Z
steelonsteel.com,https://plaintextoffenders.com/post/58238682979/steelonsteelcom-web-radio,2013-08-14T13:00:36Z
lyricstranslate.com,https://plaintextoffenders.com/post/58307461599/lyricstranslatecom-translation-community-i,2013-08-15T05:00:43Z
ucbi.com,https://plaintextoffenders.com/post/58328350872/ucbicom-bank-they-are-rated-1-in-customer,2013-08-15T13:01:01Z
spinnakerresorts.com,https://plaintextoffenders.com/post/58396268764/spinnakerresortscom-vacations,2013-08-16T05:00:32Z
serversaustralia.com.au,https://plaintextoffenders.com/post/58417384277/serversaustraliacomau-hosting-vps-etc-these,2013-08-16T13:00:47Z
invitationhomesforrent.securecafe.com,https://plaintextoffenders.com/post/58483998111/invitationhomesforrentsecurecafecom-resident,2013-08-17T05:00:32Z
dek.com,https://plaintextoffenders.com/post/58505016318/dekcom-manufacturer-of-solder-paste-printing,2013-08-17T13:01:02Z
uni.me,https://plaintextoffenders.com/post/58571885909/unime-subdomains,2013-08-18T05:00:22Z
greenboxday.co.uk,https://plaintextoffenders.com/post/58600209858/greenboxdaycouk-recycling-collection-reminders,2013-08-18T13:00:38Z
redwolfairsoft.com,https://plaintextoffenders.com/post/58672509083/redwolfairsoftcom-airsoft-gun-supplies,2013-08-19T05:00:27Z
enrich.malaysiaairlines.com,https://plaintextoffenders.com/post/58694000111/enrichmalaysiaairlinescom-frequent-flyer,2013-08-19T13:00:55Z
ezsniper.com,https://plaintextoffenders.com/post/58764037135/ezsnipercom-auction-sniping-service-provides,2013-08-20T05:00:48Z
westjet.com,https://plaintextoffenders.com/post/58785029718/westjetcom-airline-the-account-was-created-at,2013-08-20T13:00:38Z
ciboespresso.redcat.com.au,https://plaintextoffenders.com/post/58911827516/ciboespressoredcatcomau-coffee-shop-loyalty,2013-08-21T13:00:40Z
goozex.com,https://plaintextoffenders.com/post/58984627705/goozexcom-online-video-game-exchangetrades,2013-08-22T05:00:43Z
qualitywindowscreen.com,https://plaintextoffenders.com/post/59006490278/qualitywindowscreencom-window-screens,2013-08-22T13:00:48Z
ajarproductions.com,https://plaintextoffenders.com/post/59078834956/ajarproductionscom-animation-studios,2013-08-23T05:00:38Z
petsvetshop.com.au,https://plaintextoffenders.com/post/59100537515/petsvetshopcomau-pet-supplies-i-signed-up-for,2013-08-23T13:00:43Z
msreadathon.org.au,https://plaintextoffenders.com/post/59171496874/msreadathonorgau-fundraising-website,2013-08-24T05:00:45Z
datingdirect.com,https://plaintextoffenders.com/post/59193306707/datingdirectcom-online-dating,2013-08-24T13:01:00Z
jejamescycles.co.uk,https://plaintextoffenders.com/post/59266009217/jejamescyclescouk-bikes-and-bike-components,2013-08-25T05:00:40Z
battleon.com,https://plaintextoffenders.com/post/59294779868/battleoncom-web-based-rpg-millions-of-accounts,2013-08-25T13:00:40Z
tbaytel.net,https://plaintextoffenders.com/post/59369670234/tbaytelnet-phone-cable-and-isp-services-i,2013-08-26T05:00:36Z
saffordproductions.net,https://plaintextoffenders.com/post/59391728271/saffordproductionsnet-casting-and-production,2013-08-26T13:00:52Z
couponcactus.com,https://plaintextoffenders.com/post/59465131580/couponcactuscom-coupon-information-and-affiliate,2013-08-27T05:00:32Z
plos.org,https://plaintextoffenders.com/post/59486463422/plosorg-open-access-journal-publishers-this,2013-08-27T13:00:52Z
anu.edu.au,https://plaintextoffenders.com/post/59562162970/elseviercom-anueduau-scientific-journal,2013-08-28T05:00:44Z
elsevier.com,https://plaintextoffenders.com/post/59562162970/elseviercom-anueduau-scientific-journal,2013-08-28T05:00:44Z
wantickets.com,https://plaintextoffenders.com/post/59583141593/wanticketscom-tickets-for-nightlife-events,2013-08-28T13:01:03Z
zymic.com,https://plaintextoffenders.com/post/59655637230/zymiccom-free-php-mysql-hosting-and-you-get,2013-08-29T05:00:21Z
bounty.com,https://plaintextoffenders.com/post/59676628499/bountycom-mothers-club-bounty-password-reset,2013-08-29T13:00:44Z
batchgeo.com,https://plaintextoffenders.com/post/59748734054/batchgeocom-interactive-maps-sends-passwords-in,2013-08-30T05:00:23Z
truethemes.net,https://plaintextoffenders.com/post/59769598522/truethemesnet-wordpress-themes-and-website,2013-08-30T13:00:38Z
ako.nl,https://plaintextoffenders.com/post/59840492875/akonl-online-book-store-they-give-you-a-false,2013-08-31T05:00:45Z
ltkalmar.se,https://plaintextoffenders.com/post/59951896561/ltkalmarse-county-council-applying-for-job,2013-09-01T09:00:36Z
cgnsecurity.com,https://plaintextoffenders.com/post/60062105375/complyguardnetworkscom-pcitestingcom-cgnsecurit,2013-09-02T09:00:41Z
pcitesting.com,https://plaintextoffenders.com/post/60062105375/complyguardnetworkscom-pcitestingcom-cgnsecurit,2013-09-02T09:00:41Z
complyguardnetworks.com,https://plaintextoffenders.com/post/60062105375/complyguardnetworkscom-pcitestingcom-cgnsecurit,2013-09-02T09:00:41Z
myheritage.com,https://plaintextoffenders.com/post/60164221238/myheritagecom-genealogy-service-i-got-this,2013-09-03T09:00:29Z
go2arena.com,https://plaintextoffenders.com/post/60256111443/go2arenacom-game-licenses-after-signing-up-not,2013-09-04T09:00:32Z
musicmagpie.co.uk,https://plaintextoffenders.com/post/60347011615/musicmagpiecouk-resellingrecycling-tech,2013-09-05T09:00:45Z
ticketscene.com,https://plaintextoffenders.com/post/60437480812/ticketsceneca-ticketscenecom-online,2013-09-06T09:00:22Z
ticketscene.ca,https://plaintextoffenders.com/post/60437480812/ticketsceneca-ticketscenecom-online,2013-09-06T09:00:22Z
wcn.co.uk,https://plaintextoffenders.com/post/60527774131/wcncouk-online-recruitment-of-graduates,2013-09-07T09:00:23Z
itestate.com.au,https://plaintextoffenders.com/post/60629305971/itestatecomau-computer-resellers,2013-09-08T09:00:33Z
freedompop.com,https://plaintextoffenders.com/post/60741864488/freedompopcom-wireless-data-provider-obviously,2013-09-09T10:00:41Z
boatsmartexam.com,https://plaintextoffenders.com/post/60833031285/boatsmartexamcom-boating-licenses-in-canada,2013-09-10T10:00:38Z
firsttutors.co.uk,https://plaintextoffenders.com/post/60922171457/firsttutorscom-firsttutorscouk-private,2013-09-11T10:00:46Z
firsttutors.com,https://plaintextoffenders.com/post/60922171457/firsttutorscom-firsttutorscouk-private,2013-09-11T10:00:46Z
novafile.com,https://plaintextoffenders.com/post/61012443113/novafilecom-cloud-storage-service-password,2013-09-12T10:04:24Z
motorcycleroads.com,https://plaintextoffenders.com/post/61101183538/motorcycleroadscom-motorcycle-road-and-route,2013-09-13T10:00:47Z
useyourlocal.com,https://plaintextoffenders.com/post/61190725593/useyourlocalcom-pub-and-bar-reviews-sending,2013-09-14T10:00:39Z
pictage.com,https://plaintextoffenders.com/post/61291323576/pictagecom-services-for-professional,2013-09-15T10:00:44Z
innovationchallenge.com,https://plaintextoffenders.com/post/61396001249/innovationchallengecom-competition,2013-09-16T10:00:52Z
hy-vee.com,https://plaintextoffenders.com/post/61488229037/hy-veecom-supermarket-chain-just-trying-to-find,2013-09-17T10:00:47Z
lunarpages.com,https://plaintextoffenders.com/post/61577390312/lunarpagescom-web-hosting-they-were-shocked,2013-09-18T10:01:10Z
konaworld.com,https://plaintextoffenders.com/post/61661442899/konaworldcom-bicycles-and-accessories,2013-09-19T10:01:03Z
bicycle.co.nz,https://plaintextoffenders.com/post/61747796862/bicycleconz-bicycles-and-accessories,2013-09-20T10:00:49Z
pinkgecko.com.au,https://plaintextoffenders.com/post/61837465169/pinkgeckocomau-web-and-print-design-after,2013-09-21T10:01:15Z
learndell.com,https://plaintextoffenders.com/post/61941460622/learndellcom-training-and-certification,2013-09-22T10:00:46Z
